Name,,
button-actions-vertical.png,-,
button-download.png,-,
button-refresh.png,-,
classification-deploy.png,,
concept-security-layer-diagram.png,-,
diagram-rp-architecture-preview3.png,REPLACED,
screen-alerts-incidents-details-arp-diiws.png,DELETED,
screen-alerts-incidents-details-arp.png,DELETED,
diagram-rp-features-phases3.png,SAME,
screen-alerts-ci-api-access-token.png,-,DII / probably delete
screen-alerts-incidents-diiws-diiwspage.png,-,DII / probably delete
screen-alerts-incidents-diiws.png,REPLACED,
screen-alerts-incidents-impacted-files.png,REPLACED,
screen-alerts-incidents3.png,REPLACED,
screen-alerts-incidents4.png,DELETED,
screen-alerts-readiness-details.png,REPLACED,
screen-alerts-readiness-incidents2.png,REPLACED,
screen-alerts-readiness.png,-,
screen-alerts-status-edit.png,REPLACED,
screen-alerts.png,REPLACED,
screen-dashboard.png,NEW,
screen-dashboard2.png,DELETED,
screen-dashboard3.png,DELETED,
screen-discover-workloads-select.png,DELETED,
screen-discover-workloads-unsupported-collected.png,DELETED,
screen-discover-workloads-unsupported.png,DELETED,
screen-discover-workloads.png,NEW,
screen-dw-data-services-license.png,-,consult Tonia / PM
screen-landing.png,REPLACED,
screen-license-dw-add-license.png,-,consult Tonia / PM
screen-license-payment-methods3.png,-,consult Tonia / PM
screen-license-payments-gcp2.png,-,consult Tonia / PM
screen-notifications-alert-drill.png,DELETED,
screen-protect-br-policies.png,DELETED,
screen-protect-sc-policies.png,DELETED,
screen-protection-classification-investigation.png,DELETED,
screen-protection-groups-add.png,REPLACED,
screen-protection-groups-more-workloads.png,REPLACED,
screen-protection-groups-policy.png,REPLACED,
screen-protection-groups.png,REPLACED,
screen-protection-sensitive-preview-column-medium.png,DELETED,
screen-protection-sensitive-preview-column.png,REPLACED,
screen-protection-strategy-add.png,REPLACED,
screen-protection-strategy-list.png,REPLACED,
screen-protection-strategy.png,MERGED w/ ABOVE,
screen-protection-workload-details-privacy-exposure.png,REPLACED,
screen-protection.png,REPLACED,
screen-recovery-all-volumes.png,REPLACED,
screen-recovery-app-by-file-select-files.png,SAME,
screen-recovery-app-by-file-upload-csv.png,REPLACED,
screen-recovery-byvolume.png,SAME,
screen-recovery-fileshare.png,SAME,
screen-recovery-vm.png,SAME,
screen-recovery2.png,DELETED,
screen-reports.png,REPLACED,
screen-settings-alert-drill-configure.png,REPLACED,
screen-settings-alert-drill-start.png,REPLACED,
screen-settings-backup-destination-gcp.png,REPLACED,
screen-settings-backup-destination.png,REPLACED,
screen-settings-backup-destinations-list2.png,REPLACED,
screen-settings-threat-detection-3options.png,SAME,
screen-settings2.png,REPLACED,
screenshot_horizontal_more_button.gif,,
